sequence_id	high_confidence_partner_count	gained_partner_count	lost_partner_count	jaccard_distance	mean_absolute_score_change	maximum_absolute_score_change
ABCA4_79e663cdd760d3c7	172	163	153	0.9723076923076923	0.06517282873392105	0.8380321264266968
ABCA4_8198738def80f079	155	149	156	0.9807073954983923	0.06512852013111115	0.8422174453735352
ABCA4_4a302328235d0100	155	152	159	0.9904458598726115	0.06545025110244751	0.8546504974365234
ABCA4_eeb62bec3b110ed0	141	126	147	0.9479166666666666	0.056678932160139084	0.7846348285675049
ABCA4_bf628f97a510e0c5	146	126	142	0.9305555555555556	0.0544847808778286	0.7567790746688843
ABCA4_6dfd8dca86b83ec9	88	67	141	0.9082969432314411	0.051185306161642075	0.6616812944412231
ABCA4_0d87fb397ae3f92d	85	70	147	0.9353448275862069	0.05265364795923233	0.6888735294342041
ABCA4_b224cb1efe00088f	76	63	149	0.9422222222222222	0.05132943019270897	0.6874106526374817
ABCA4_afb3796ade3ca702	84	69	147	0.935064935064935	0.05203205347061157	0.7047750949859619
ABCA4_c6fe23d467553d23	72	61	151	0.9506726457399103	0.05202636867761612	0.6972448825836182
ABCA4_29b35e88144a1de1	58	53	157	0.9767441860465116	0.055715084075927734	0.7006416320800781
ABCA4_646fa7dc17c45797	59	54	157	0.9768518518518519	0.05556429922580719	0.7043943405151367
ABCA4_7f9b8845c24bdadb	56	51	157	0.9765258215962441	0.056732483208179474	0.6561907529830933
ABCA4_28f3f30bc47222cf	47	40	155	0.9653465346534653	0.05476905778050423	0.6101123094558716
ABCA4_09ff33026127d665	35	28	155	0.9631578947368421	0.050579238682985306	0.5554642677307129
ABCA4_b4e05fa50d9ae0fa	34	27	155	0.962962962962963	0.05294613540172577	0.5737916827201843
ABCA4_573a18979c6601eb	36	32	158	0.979381443298969	0.05768556520342827	0.6346153616905212
ABCA4_ce758c5f59671217	30	26	158	0.9787234042553191	0.05652247369289398	0.6142243146896362
ABCA4_eaf0cdf1a575bf62	31	27	158	0.9788359788359788	0.05587368458509445	0.6142248511314392
ABCA4_ab308f8d7699862f	28	26	160	0.9893617021276596	0.05610641464591026	0.6047405004501343
ABCA4_acd2d3feadcad4d3	18	15	159	0.9830508474576272	0.055834054946899414	0.5928990244865417
ABCA4_dee7e4f43ee41edf	15	12	159	0.9827586206896551	0.054601527750492096	0.5737890005111694
ABCA4_44087fbce4f59774	21	17	158	0.9776536312849162	0.05522045120596886	0.5818212032318115
ABCA4_ea529ec8915d3769	22	13	153	0.9485714285714286	0.05241028219461441	0.5330557823181152
ABCA4_573f31bfd08abeb0	27	18	153	0.95	0.05278637260198593	0.5388995409011841
ABCA4_5c771d7ed1da3ab1	22	15	155	0.96045197740113	0.05400490015745163	0.5588169097900391
ABCA4_bc822bcdcb960b31	27	19	154	0.9558011049723757	0.05452728644013405	0.5647949576377869
ABCA4_ba7e5d04c28f714b	29	20	153	0.9505494505494505	0.05518650636076927	0.5537258982658386
ABCA4_342eabeae5f4d215	20	14	156	0.9659090909090909	0.05047212541103363	0.5740219354629517
ABCA4_e93eb24eddd6ecbc	21	15	156	0.9661016949152542	0.05213780328631401	0.5797135829925537
ABCA4_0926be14abf9c736	11	8	159	0.9823529411764705	0.05508970841765404	0.5648446083068848
ABCA4_2601fdc599ffd8a2	8	6	160	0.9880952380952381	0.05733807757496834	0.5982106328010559
ABCA4_a73dc846c5d2c494	4	3	161	0.9939393939393939	0.056203022599220276	0.5861730575561523
ABCA4_6d80010363344c84	0	0	162	1.0	0.05486080422997475	0.558242678642273
ABCA4_705bf37ffdcdbeae	0	0	162	1.0	0.05497058108448982	0.5758284330368042
ABCA4_ef390290e2bd3e3a	0	0	162	1.0	0.05400818586349487	0.5741642117500305
ABCA4_9a9ff8557ff2dd6b	0	0	162	1.0	0.05231142044067383	0.5715199112892151
ABCA4_93b222202fc0cf94	0	0	162	1.0	0.05170899257063866	0.5590485334396362
ABCA4_985f918cff12a853	10	10	162	1.0	0.06285340338945389	0.6865823864936829
ABCA4_10ac21f469966717	21	20	161	0.9945054945054945	0.0615566112101078	0.6908625364303589
ABCA4_dd965a96e04125db	36	32	158	0.979381443298969	0.05696164071559906	0.6319983601570129
ABCA4_2de9a3d96e847c1b	4	0	158	0.9753086419753086	0.04500359669327736	0.4590536952018738
ABCA4_b3b6818b01636509	4	0	158	0.9753086419753086	0.04182186722755432	0.44690266251564026
ABCA4_396c4ec3d619899b	10	3	155	0.9575757575757575	0.03756144270300865	0.48332127928733826
ABCA4_d42b13deb9345fa8	8	0	154	0.9506172839506173	0.03581051155924797	0.3835744261741638
ABCA4_ee38dadae3826f18	9	1	154	0.950920245398773	0.036445967853069305	0.38170623779296875
ABCA4_f4b856b9e5c2a4a5	10	1	153	0.9447852760736196	0.0372752919793129	0.3878440260887146
ABCA4_1075781a42033659	8	2	156	0.9634146341463414	0.04412566125392914	0.47591152787208557
ABCA4_857417201cc27df6	8	2	156	0.9634146341463414	0.045283470302820206	0.48874151706695557
ABCA4_16443e7ad2282f1f	6	2	158	0.975609756097561	0.04991574212908745	0.536994993686676
ABCA4_bd9375969f12cf65	6	2	158	0.975609756097561	0.048878733068704605	0.5401703119277954
ABCA4_ac2b1f6b77641f04	8	2	156	0.9634146341463414	0.04403098672628403	0.5168361067771912
ABCA4_d12bd4dc1e47499d	9	2	155	0.9573170731707317	0.04184930771589279	0.5013206601142883
ABCA4_fb2b7ca2427658db	9	2	155	0.9573170731707317	0.04125606641173363	0.49231430888175964
ABCA4_08411f9bd1a10e20	9	2	155	0.9573170731707317	0.04129183292388916	0.5000182390213013
ABCA4_c820932b5260dfc7	9	2	155	0.9573170731707317	0.041884250938892365	0.505622386932373
ABCA4_3ef6176971c69e19	9	2	155	0.9573170731707317	0.04219091311097145	0.5092398524284363
ABCA4_24a19562dcfc61ee	9	2	155	0.9573170731707317	0.04166322946548462	0.5070793628692627
ABCA4_ac335cb43883ac30	8	1	155	0.9570552147239264	0.036593832075595856	0.44927263259887695
ABCA4_9179d52c098aba81	8	1	155	0.9570552147239264	0.03575168922543526	0.4249305725097656
ABCA4_6db0ef914d8585bf	10	1	153	0.9447852760736196	0.03311850503087044	0.4074859321117401
ABCA4_f220f5cd78084aeb	8	1	155	0.9570552147239264	0.0338628813624382	0.42247533798217773
ABCA4_5e336a6a2e1d890c	9	1	154	0.950920245398773	0.03238792344927788	0.40618762373924255
ABCA4_9116e6bc21cb7cab	19	0	143	0.8827160493827161	0.03265844285488129	0.4086366593837738
ABCA4_c6d2c38e51aff12d	19	0	143	0.8827160493827161	0.03331286832690239	0.4167475998401642
ABCA4_7596f303176bc66b	21	0	141	0.8703703703703703	0.03296242654323578	0.4342433214187622
ABCA4_b7ff9e33e60ebe0e	20	0	142	0.8765432098765432	0.033781930804252625	0.4484781324863434
ABCA4_bf7b3fdb9e44041b	21	0	141	0.8703703703703703	0.03464183583855629	0.4518997073173523
ABCA4_703c9ed36ed8bdb3	19	0	143	0.8827160493827161	0.03495735675096512	0.44467878341674805
ABCA4_fdd03185394cbaaa	21	0	141	0.8703703703703703	0.03336810693144798	0.4307785630226135
ABCA4_0b29c65b1fdc6352	22	0	140	0.8641975308641976	0.03293582797050476	0.41442421078681946
ABCA4_41f0b5a992bccc4c	21	1	142	0.8773006134969326	0.037172187119722366	0.4753674864768982
ABCA4_9eb81004a90cdf84	21	2	143	0.8841463414634146	0.03728321194648743	0.47988468408584595
ABCA4_9ccd3171c0edf017	21	1	142	0.8773006134969326	0.036043886095285416	0.4771413803100586
ABCA4_e315e5dac04ed83e	28	1	135	0.834355828220859	0.03383691608905792	0.444681316614151
ABCA4_72f6a9e7dcf9ef34	26	2	138	0.8536585365853658	0.0341157466173172	0.4496493339538574
ABCA4_cad15df43729f666	34	2	130	0.8048780487804879	0.03135969862341881	0.41162627935409546
ABCA4_9dbb8629c4199559	23	5	144	0.8922155688622755	0.039861615747213364	0.520458996295929
ABCA4_e80f48bbcf7571a5	23	5	144	0.8922155688622755	0.04134336858987808	0.5291424989700317
ABCA4_67031672856c5f8f	22	5	145	0.8982035928143712	0.03983749449253082	0.5143798589706421
ABCA4_fd9314db0671670e	26	5	141	0.874251497005988	0.03935931250452995	0.509421706199646
ABCA4_bd907ec91335ccf4	21	5	146	0.9041916167664671	0.04170387238264084	0.5234596133232117
ABCA4_a79dbcc6d517c893	19	5	148	0.9161676646706587	0.042102403938770294	0.5273261070251465
ABCA4_de7d1a60fb525ec8	26	5	141	0.874251497005988	0.04031157121062279	0.5005701780319214
ABCA4_30903e1f77956cc0	29	5	138	0.8562874251497006	0.03942285105586052	0.4944918751716614
ABCA4_5fc219ee65af215f	39	5	128	0.7964071856287425	0.036740902811288834	0.47352874279022217
ABCA4_dc9c280e6ff14099	34	8	136	0.8470588235294118	0.041084010154008865	0.5173565149307251
ABCA4_a62f54647af6e2da	34	8	136	0.8470588235294118	0.04155965521931648	0.5241707563400269
ABCA4_7da514cddb743196	33	6	135	0.8392857142857143	0.04318373650312424	0.5272080302238464
ABCA4_84e3481a945efb06	39	7	130	0.8106508875739645	0.04271319881081581	0.5157787799835205
ABCA4_ea0dd15afd3e2b85	38	8	132	0.8235294117647058	0.045317649841308594	0.5426264405250549
ABCA4_910acfbbd01eb135	39	8	131	0.8176470588235294	0.045812588185071945	0.5423533916473389
ABCA4_7a26a5b54a8bfa55	37	8	133	0.8294117647058823	0.04653741791844368	0.5459316968917847
ABCA4_0ec0b0a923a189f3	33	3	132	0.8181818181818181	0.044101059436798096	0.5152841210365295
ABCA4_065ed845a944490b	36	5	131	0.8143712574850299	0.043513357639312744	0.5093425512313843
ABCA4_d43aa9ab12fe7a7f	33	5	134	0.8323353293413174	0.04695257917046547	0.5260235071182251
ABCA4_3442c0cf717f7312	39	3	126	0.7818181818181819	0.041287560015916824	0.49007052183151245
ABCA4_d711006a5f7ad404	185	36	13	0.24747474747474751	0.01973363198339939	0.22081460058689117
ABCA4_a7f6fb60a3c0b4a5	184	36	14	0.2525252525252525	0.01885557360947132	0.21030496060848236
ABCA4_799237e01c2519c0	192	41	11	0.2561576354679803	0.018312549218535423	0.21375545859336853
ABCA4_7853a45f5fce46ee	178	30	14	0.22916666666666663	0.017143866047263145	0.1963452398777008
ABCA4_a0ab87e1a1a63b68	164	22	20	0.2282608695652174	0.0162228811532259	0.18906551599502563
ABCA4_c1e240c682efcb39	145	20	37	0.3131868131868132	0.018936194479465485	0.23512977361679077
ABCA4_4e3efb6ddae0fefe	126	14	50	0.36363636363636365	0.018881628289818764	0.24228397011756897
ABCA4_9fd8bc43a31ae781	127	12	47	0.3390804597701149	0.017019055783748627	0.2161875069141388
ABCA4_0732f61af14364f3	124	12	50	0.3563218390804598	0.017284829169511795	0.21988335251808167
ABCA4_8141ef7cc8d190e5	125	12	49	0.3505747126436781	0.017293307930231094	0.21322649717330933
ABCA4_1af9510c5e3c795e	128	11	45	0.32369942196531787	0.01689528301358223	0.19313675165176392
ABCA4_5b419c00803751ec	126	11	47	0.33526011560693647	0.017696015536785126	0.20237022638320923
ABCA4_d1596cdb7afff3f9	122	11	51	0.35838150289017345	0.017078854143619537	0.21176749467849731
ABCA4_0e633712b2798537	114	10	58	0.39534883720930236	0.01711810566484928	0.21650171279907227
ABCA4_26542507441c6003	116	6	52	0.34523809523809523	0.017002156004309654	0.20002102851867676
ABCA4_cf3a880407a518b7	115	6	53	0.35119047619047616	0.01594681479036808	0.18706762790679932
ABCA4_4ee448c7e8331ae9	123	12	51	0.3620689655172413	0.01797368936240673	0.23285317420959473
ABCA4_329d37b9cd6e21fe	120	13	55	0.38857142857142857	0.020346133038401604	0.22675496339797974
ABCA4_bd0bc2df1581a794	120	10	52	0.36046511627906974	0.020729482173919678	0.21639320254325867
ABCA4_704b40962fb11342	92	5	75	0.47904191616766467	0.020952749997377396	0.24600720405578613
ABCA4_35550cc3e07887ee	92	4	74	0.4698795180722891	0.02043403685092926	0.2428905963897705
ABCA4_17d99d7764e9c3b9	92	4	74	0.4698795180722891	0.019564324989914894	0.2353595495223999
ABCA4_a1d1e984f90440cc	78	5	89	0.562874251497006	0.01963230036199093	0.2606574296951294
ABCA4_84dbdf2e6d0d0455	74	3	91	0.5696969696969697	0.021544648334383965	0.272878497838974
ABCA4_5d2b24d73f245112	76	5	91	0.5748502994011976	0.022114666178822517	0.2880775034427643
ABCA4_25f70cc058fae7d5	82	11	91	0.5895953757225434	0.0242787953466177	0.3228912949562073
ABCA4_3bd6d375b5bc75f3	78	9	93	0.5964912280701755	0.02275174856185913	0.3027917146682739
ABCA4_922a8b2e03848553	69	8	101	0.6411764705882352	0.027199581265449524	0.36649322509765625
ABCA4_2641c96178eb5180	71	7	98	0.6213017751479291	0.026940349489450455	0.3679512143135071
ABCA4_50d637253f22e454	79	12	95	0.6149425287356323	0.027804676443338394	0.3483475148677826
ABCA4_473058af71ac866c	127	11	46	0.32947976878612717	0.01474294625222683	0.20257896184921265
ABCA4_4e726fbf24922988	114	8	56	0.3764705882352941	0.015765203163027763	0.21310347318649292
ABCA4_7d0f2321cb9d0900	128	9	43	0.30409356725146197	0.01448714267462492	0.1904829442501068
ABCA4_430372f5bac56822	167	19	14	0.18232044198895025	0.014751745387911797	0.16526579856872559
ABCA4_5a85a2e2f0575afc	135	9	36	0.26315789473684215	0.01473972573876381	0.18283778429031372
ABCA4_92c007d02b948ffa	138	9	33	0.24561403508771928	0.014598130248486996	0.1772136092185974
ABCA4_f0c0bff2629443d0	135	8	35	0.2529411764705882	0.014189708977937698	0.16952261328697205
ABCA4_4887c7b466695403	196	55	21	0.3502304147465438	0.022332997992634773	0.2797293961048126
ABCA4_016a4ff48a3d4007	180	46	28	0.3557692307692307	0.0223076269030571	0.3180874288082123
ABCA4_caf69e54674cbb5d	166	18	14	0.1777777777777778	0.015253040939569473	0.20245331525802612
ABCA4_736b0628e14e3fd1	171	20	11	0.17032967032967028	0.01330997422337532	0.16846811771392822
ABCA4_0bed70adb62cee90	178	25	9	0.18181818181818177	0.013867693021893501	0.17294925451278687
ABCA4_30b7f0b8e72152a0	188	33	7	0.20512820512820518	0.014508294872939587	0.18062588572502136
ABCA4_8bcedcd67aefb5bc	189	29	2	0.16230366492146597	0.010169463232159615	0.12541663646697998
ABCA4_a46ba407df24558d	183	24	3	0.14516129032258063	0.009597434662282467	0.11998334527015686
ABCA4_4a4101973f7b9924	167	7	2	0.053254437869822535	0.0033144825138151646	0.036041051149368286
ABCA4_4f94ea9361e2f70b	162	3	3	0.036363636363636376	0.0021987291984260082	0.022558927536010742
ABCA4_00390d3625128f49	162	1	1	0.012269938650306789	0.0008380137733183801	0.010413289070129395
ABCA4_0042ad14ad53e30b	167	5	0	0.029940119760479056	0.0012913576792925596	0.016869723796844482
ABCA4_00447af66fd50e33	167	5	0	0.029940119760479056	0.0011735421139746904	0.015689373016357422
ABCA4_00529406a09ce878	166	4	0	0.02409638554216864	0.0012485043844208121	0.015250921249389648
ABCA4_005d9c17507c7622	163	1	0	0.006134969325153339	0.0011274501448497176	0.017430126667022705
ABCA4_008763282f44a984	161	0	1	0.006172839506172867	0.0010577891953289509	0.01165798306465149
ABCA4_00ba5d672a00ce94	165	4	1	0.030120481927710885	0.001482370076701045	0.0207081139087677
ABCA4_00d8b7eb3fdea337	161	1	2	0.018404907975460127	0.0012236759066581726	0.014498770236968994
ABCA4_00de87874914e072	163	1	0	0.006134969325153339	0.0008284963550977409	0.010723888874053955
ABCA4_00edcb9a7703a3fe	162	1	1	0.012269938650306789	0.0013203275157138705	0.012742966413497925
ABCA4_00ff3d3bd2d6f620	157	0	5	0.030864197530864224	0.0012993532000109553	0.013312071561813354
ABCA4_012768fcf69da85e	163	1	0	0.006134969325153339	0.0017194862011820078	0.022301286458969116
ABCA4_012bc97f9ae51bab	162	0	0	0.0	0.0006853093509562314	0.008603215217590332
ABCA4_014d185fb940cb43	167	5	0	0.029940119760479056	0.000898490019608289	0.01161348819732666
ABCA4_0167c92edb4599d7	162	1	1	0.012269938650306789	0.0015794963110238314	0.017908692359924316
ABCA4_01890b2702119ad2	156	0	6	0.03703703703703709	0.0010987301357090473	0.013197600841522217
ABCA4_01fd60050c6d32aa	166	4	0	0.02409638554216864	0.000992030487395823	0.014597088098526001
ABCA4_02180dc82fd6c12f	161	1	2	0.018404907975460127	0.0008446222636848688	0.014838442206382751
ABCA4_022705d3f2b6bda6	164	2	0	0.012195121951219523	0.0006845123134553432	0.008610457181930542
ABCA4_02435ae8461603d4	159	3	6	0.054545454545454564	0.0010031540878117085	0.01625838875770569
ABCA4_02610d265b577f19	159	0	3	0.01851851851851849	0.0012473090318962932	0.01347920298576355
ABCA4_02bcc5017e266491	166	4	0	0.02409638554216864	0.0014676200225949287	0.022125840187072754
ABCA4_02c2894e4cadbe1e	169	7	0	0.041420118343195256	0.0021691566798835993	0.019886016845703125
ABCA4_02dd46fb8880b7da	161	1	2	0.018404907975460127	0.0012735092313960195	0.014326602220535278
ABCA4_02fa8a7037b0420b	162	1	1	0.012269938650306789	0.000996724353171885	0.011135697364807129
ABCA4_03390faaa4872c4a	165	3	0	0.018181818181818188	0.0009071438107639551	0.009512245655059814
ABCA4_033c6dddb1544abc	159	0	3	0.01851851851851849	0.0007414644351229072	0.008223533630371094
ABCA4_03844c6c901847ac	161	1	2	0.018404907975460127	0.001187882968224585	0.01222449541091919
ABCA4_03894ccbd5425166	162	1	1	0.012269938650306789	0.0012115574209019542	0.015173345804214478
ABCA4_03a3c70018f28eec	166	4	0	0.02409638554216864	0.0012883113231509924	0.014859378337860107
ABCA4_03c0ce3f26759921	165	3	0	0.018181818181818188	0.0006176185561344028	0.007598280906677246
ABCA4_03d339362f69f6eb	161	1	2	0.018404907975460127	0.001288944506086409	0.018124490976333618
ABCA4_041e541dfab0f283	162	2	2	0.024390243902439046	0.0009133185376413167	0.010425418615341187
ABCA4_04277527a8b2a36e	160	1	3	0.024539877300613466	0.001549320644699037	0.014899909496307373
ABCA4_043043490891c921	168	6	0	0.0357142857142857	0.0015779354143887758	0.019999146461486816
ABCA4_04570654cfd2a004	162	2	2	0.024390243902439046	0.0012057300191372633	0.016819417476654053
ABCA4_04a4e853f2c6ba2c	160	2	4	0.03658536585365857	0.001776205375790596	0.03313612937927246
ABCA4_04a769b474d3577b	166	4	0	0.02409638554216864	0.0012359783286228776	0.01803123950958252
ABCA4_04bf7dd5aa3efe43	163	2	1	0.018292682926829285	0.0007920187199488282	0.01109224557876587
ABCA4_04f7a51a33eeb3da	160	2	4	0.03658536585365857	0.0012182737700641155	0.015726357698440552
ABCA4_0515d6d3a070e83d	168	6	0	0.0357142857142857	0.0013634321512654424	0.015508413314819336
ABCA4_05414e9598c4a26f	160	1	3	0.024539877300613466	0.0012239152565598488	0.015372201800346375
ABCA4_055252ad72d8ac69	163	1	0	0.006134969325153339	0.0010331545490771532	0.014894276857376099
ABCA4_05e259197c237c64	168	6	0	0.0357142857142857	0.0009540676255710423	0.011767685413360596
ABCA4_05eedf26a2287d23	165	3	0	0.018181818181818188	0.0010618913220241666	0.016859471797943115
ABCA4_06033b4d2f458c1a	152	0	10	0.06172839506172845	0.0019370678346604109	0.028024226427078247
ABCA4_062b8dd3d3f8571c	156	0	6	0.03703703703703709	0.0016998715000227094	0.017231464385986328
ABCA4_062c8432631658f1	164	2	0	0.012195121951219523	0.0008106219465844333	0.01031520962715149
ABCA4_062fbc656c7f8574	162	0	0	0.0	0.0008647479698993266	0.009682685136795044
ABCA4_06440aa5ce45c224	159	1	4	0.030674846625766916	0.001167357200756669	0.013620257377624512
ABCA4_067b43a7502ccb9b	164	2	0	0.012195121951219523	0.0008721370249986649	0.0088576078414917
ABCA4_0688305e77edf390	161	1	2	0.018404907975460127	0.0010116324992850423	0.012974530458450317
ABCA4_068d4e8aaa9924c0	157	0	5	0.030864197530864224	0.0017472190083935857	0.02111518383026123
ABCA4_069d5d16336b29ec	153	0	9	0.05555555555555558	0.0013389548985287547	0.01852518320083618
ABCA4_06f3ed13d3e77456	166	4	0	0.02409638554216864	0.0017284431960433722	0.01895052194595337
ABCA4_06f70a9c0d62a9f2	161	1	2	0.018404907975460127	0.0016039625043049455	0.01961362361907959
ABCA4_071fb8182db0ed37	168	6	0	0.0357142857142857	0.001572578912600875	0.020382702350616455
ABCA4_07225d835665b255	161	1	2	0.018404907975460127	0.0010422613704577088	0.012747526168823242
ABCA4_0727c192efa76c5b	164	2	0	0.012195121951219523	0.0009788312017917633	0.010712921619415283
ABCA4_072cb160e624dcdc	167	5	0	0.029940119760479056	0.001698019215837121	0.021924525499343872
ABCA4_0740dfc598624806	166	4	0	0.02409638554216864	0.001098007895052433	0.011479020118713379
ABCA4_074d09fb81d445a4	167	5	0	0.029940119760479056	0.001276703434996307	0.016474395990371704
ABCA4_0788e71d3153fc34	166	4	0	0.02409638554216864	0.0010185593273490667	0.013801813125610352
ABCA4_07a758c723067bde	165	3	0	0.018181818181818188	0.0007282584556378424	0.011185705661773682
ABCA4_083dced178cedfd4	167	5	0	0.029940119760479056	0.0014334702864289284	0.016286075115203857
ABCA4_0854588183ce5720	165	4	1	0.030120481927710885	0.0015706628328189254	0.021719157695770264
ABCA4_08a12ea61c667c61	164	2	0	0.012195121951219523	0.0010595879284664989	0.011097341775894165
ABCA4_08cdc541f5a3a024	163	1	0	0.006134969325153339	0.0010371780954301357	0.014488756656646729
ABCA4_08f1f5eac019c903	166	4	0	0.02409638554216864	0.0019882763735949993	0.025274991989135742
ABCA4_091d9d728f25af49	165	3	0	0.018181818181818188	0.0005346014513634145	0.006612569093704224
ABCA4_09235ee334e11abf	160	2	4	0.03658536585365857	0.0013448414392769337	0.01726233959197998
ABCA4_094dcf06d5b9dc40	157	1	6	0.042944785276073594	0.00100544688757509	0.013648569583892822
ABCA4_0959e54da279b98d	167	5	0	0.029940119760479056	0.0015954815316945314	0.020512938499450684
ABCA4_09af3c37ab2cde8b	163	1	0	0.006134969325153339	0.000950810092035681	0.012244626879692078
ABCA4_09c25f6432d89328	168	6	0	0.0357142857142857	0.001551245804876089	0.023275792598724365
ABCA4_0a40bc67ab34337e	158	1	5	0.036809815950920255	0.001222534803673625	0.014779359102249146
ABCA4_0a44507a7f37c3f6	160	2	4	0.03658536585365857	0.001458272454328835	0.02170059084892273
ABCA4_0a759241d1987a17	164	2	0	0.012195121951219523	0.0010995472548529506	0.013279318809509277
ABCA4_0a7a2c72a20e67bd	166	4	0	0.02409638554216864	0.0013344918843358755	0.01573622226715088
ABCA4_0a84901f1f6d4b29	157	1	6	0.042944785276073594	0.0013856423320248723	0.014156818389892578
ABCA4_0adf04fd7d391025	165	3	0	0.018181818181818188	0.0013713045045733452	0.018993377685546875
ABCA4_0aea7749645f689b	167	5	0	0.029940119760479056	0.0009283713879995048	0.01136314868927002
ABCA4_0b04034145533369	158	2	6	0.04878048780487809	0.0015944958431646228	0.02140861749649048
ABCA4_0b90171a26bf0782	166	4	0	0.02409638554216864	0.0010621375404298306	0.01289665699005127
ABCA4_0be3988ede25e3f7	160	0	2	0.012345679012345734	0.0013319299323484302	0.01532214879989624
ABCA4_0c410b813aa8f92d	160	1	3	0.024539877300613466	0.001205776701681316	0.014592081308364868
ABCA4_0c9e232206b51e2c	158	0	4	0.024691358024691357	0.0013213747879490256	0.015378892421722412
ABCA4_0cc48e8bd464b1c9	163	2	1	0.018292682926829285	0.0007419981411658227	0.00995558500289917
ABCA4_0ce617e05d787a4b	167	5	0	0.029940119760479056	0.0011399434879422188	0.016082465648651123
ABCA4_0d2f93451aa8a885	166	5	1	0.0359281437125748	0.0017379961209371686	0.021433353424072266
ABCA4_0d33d006d89f50fc	167	5	0	0.029940119760479056	0.0009608173277229071	0.013030141592025757
ABCA4_0d3e66dccb728235	160	2	4	0.03658536585365857	0.0014080990804359317	0.020034730434417725
ABCA4_0d6d730b2266b35a	160	1	3	0.024539877300613466	0.0010599106317386031	0.013142168521881104
ABCA4_0db4aa55739c6914	170	9	1	0.05847953216374269	0.0036882853601127863	0.050458431243896484
ABCA4_0df043e6613c813e	162	1	1	0.012269938650306789	0.0005546826869249344	0.007749766111373901
ABCA4_0e15ff16c8f3ef19	171	9	0	0.052631578947368474	0.002618484664708376	0.03135073184967041
ABCA4_0e17e080ec910e3a	167	5	0	0.029940119760479056	0.001706036040559411	0.019259631633758545
ABCA4_0e2aed696a221435	164	2	0	0.012195121951219523	0.0009245176333934069	0.010499119758605957
ABCA4_0e535127bb95cc63	165	3	0	0.018181818181818188	0.0006215631146915257	0.008767247200012207
ABCA4_0e8599e576bd3330	164	2	0	0.012195121951219523	0.0007976794149726629	0.012084394693374634
ABCA4_0e8604800bc33670	162	3	3	0.036363636363636376	0.001636530621908605	0.02814115583896637
ABCA4_0ea11935e71544c1	160	2	4	0.03658536585365857	0.001321319374255836	0.018082141876220703
ABCA4_0eb7a83704c30dc5	161	1	2	0.018404907975460127	0.001326792174950242	0.01658785343170166
ABCA4_0ebcead3fc319208	167	5	0	0.029940119760479056	0.0014120831619948149	0.014341235160827637
ABCA4_0efe42979507b31c	161	1	2	0.018404907975460127	0.001746159396134317	0.019582480192184448
